Country,Year,Value,Disease
NPL,2021.0,175.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NPL,2022.0,182.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NPL,2023.0,165.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
NPL,2024.0,151.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
OMN,2010.0,27.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
OMN,2011.0,25.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
OMN,2012.0,27.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
OMN,2013.0,32.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
OMN,2014.0,25.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
OMN,2015.0,31.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
OMN,2016.0,38.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
OMN,2017.0,33.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
OMN,2018.0,33.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
OMN,2019.0,35.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
OMN,2020.0,32.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
OMN,2021.0,51.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
OMN,2022.0,41.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
OMN,2023.0,53.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
OMN,2024.0,50.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAK,2010.0,22.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAK,2011.0,67.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAK,2012.0,43.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAK,2013.0,126.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAK,2014.0,59.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAK,2015.0,206.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAK,2016.0,125.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAK,2017.0,183.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAK,2018.0,322.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAK,2019.0,417.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAK,2020.0,126.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAK,2021.0,495.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAK,2022.0,347.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAK,2023.0,354.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAK,2024.0,555.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAN,2010.0,154.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAN,2011.0,180.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAN,2012.0,181.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAN,2013.0,191.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAN,2014.0,175.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAN,2015.0,191.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAN,2016.0,178.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAN,2017.0,201.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAN,2018.0,186.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAN,2019.0,159.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAN,2020.0,151.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAN,2021.0,197.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAN,2022.0,198.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAN,2023.0,228.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PAN,2024.0,204.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PER,2010.0,402.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PER,2011.0,601.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PER,2012.0,700.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PER,2013.0,712.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PER,2014.0,716.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PER,2015.0,681.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PER,2016.0,739.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PER,2017.0,774.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PER,2018.0,907.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
PER,2019.0,1042.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
